City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,mogadishu,2.0371,45.3438,28.76,71,31,4.06,SO,1681757699
274,teknaf,20.8624,92.3058,26.47,90,11,0.94,BD,1681757758
275,eureka,40.8021,-124.1637,12.18,66,100,4.02,US,1681757229
276,ust-nera,64.5667,143.2,-12.17,99,96,0.63,RU,1681757759
277,narsaq,60.9167,-46.05,7.12,74,100,1.56,GL,1681757759
278,berlevag,70.8578,29.0864,4.0,81,75,6.69,NO,1681757759
279,sao gabriel da cachoeira,-0.1303,-67.0892,27.89,89,40,2.06,BR,1681757759
280,lieksa,63.3167,30.0167,-1.69,99,72,2.42,FI,1681757760
281,masuguru,-11.3667,38.4167,21.75,97,83,1.4,TZ,1681757760
282,huarmey,-10.0681,-78.1522,26.92,71,99,4.49,PE,1681757760
283,robertsport,6.7533,-11.3686,28.03,79,6,4.25,LR,1681757761
284,pomichna,48.2422,31.4158,9.98,54,100,5.75,UA,1681757761
285,cayenne,4.9333,-52.3333,25.02,94,75,2.57,GF,1681757761
286,barabai,-2.5833,115.3833,22.98,99,100,0.74,ID,1681757762
287,iqaluit,63.7506,-68.5145,-13.15,71,40,12.35,CA,1681757652
288,poso,-1.3959,120.7524,25.3,79,98,1.95,ID,1681757764
289,markova,48.6758,24.4138,5.73,95,100,3.16,UA,1681757765
290,ayan,56.45,138.1667,-9.21,94,62,1.68,RU,1681757765
291,kloulklubed,7.0419,134.2556,24.28,74,84,3.05,PW,1681757766
292,raudeberg,61.9875,5.1352,9.37,71,58,1.68,NO,1681757767
293,belaya gora,68.5333,146.4167,-11.39,97,100,1.49,RU,1681757767
294,srednekolymsk,67.45,153.6833,-10.82,98,93,1.62,RU,1681757768
295,taunggyi,20.7833,97.0333,19.36,48,0,1.15,MM,1681757769
296,tura,25.5198,90.2201,26.59,52,3,3.11,IN,1681757769
297,zeya,53.75,127.2667,1.36,91,100,1.98,RU,1681757771
298,tambovka,50.0969,128.0489,7.21,37,100,4.8,RU,1681757771
299,naze,28.3667,129.4833,19.51,82,18,5.55,JP,1681757772
300,fairbanks,64.8378,-147.7164,-3.38,75,75,1.54,US,1681757773
301,kruisfontein,-34.0033,24.7314,15.49,64,0,1.12,ZA,1681757773
302,henties bay,-22.116,14.2845,19.75,72,43,3.1,NA,1681757774
303,richards bay,-28.783,32.0377,20.77,87,0,3.49,ZA,1681757774
304,hambantota,6.1241,81.1185,26.19,100,0,0.0,LK,1681757776
305,tomatlan,19.9333,-105.25,31.86,40,0,5.19,MX,1681757777
306,sao felix do xingu,-6.6447,-51.995,30.45,65,91,1.59,BR,1681757778
307,seoul,37.5683,126.9778,15.76,41,100,4.63,KR,1681757756
308,pimentel,-6.8367,-79.9342,31.16,55,75,1.54,PE,1681757778
309,provideniya,64.3833,-173.3,-13.2,100,100,0.32,RU,1681757779
310,ndele,8.4109,20.6473,25.31,67,100,2.08,CF,1681757780
311,porto santo,33.072,-16.3415,19.21,77,40,8.75,PT,1681757780
312,wainwright,52.839,-110.8572,12.61,28,40,7.4,CA,1681757781
313,chimoio,-19.1164,33.4833,15.71,89,0,0.41,MZ,1681757782
314,yatou,37.15,122.3833,10.34,93,100,1.38,CN,1681757782
315,kerema,-7.9631,145.7785,24.78,86,100,1.59,PG,1681757783
316,liverpool,53.4106,-2.9779,14.78,78,75,2.57,GB,1681757783
317,san carlos de bariloche,-41.1456,-71.3082,9.86,43,40,13.38,AR,1681757785
318,teahupoo,-17.8333,-149.2667,25.98,79,100,4.55,PF,1681757785
319,dubti,11.7361,41.0853,33.42,35,6,4.38,ET,1681757785
320,longjiang,47.3303,123.1836,8.97,43,100,8.31,CN,1681757786
321,goure,13.9835,10.2704,32.41,10,87,3.14,NE,1681757787
322,monte carmelo,-18.7247,-47.4986,26.42,61,0,2.72,BR,1681757787
323,altay,47.8667,88.1167,4.5,78,100,0.84,CN,1681757787
324,lakatoro,-16.0999,167.4164,26.38,82,100,4.08,VU,1681757788
325,malanje,-9.5402,16.341,17.49,98,100,1.66,AO,1681757789
326,port hedland,-20.3167,118.5667,18.03,55,19,3.6,AU,1681757789
327,san jose,37.3394,-121.895,15.56,59,100,5.66,US,1681757638
328,norsup,-16.0667,167.3833,26.42,82,100,4.17,VU,1681757790
329,san ramon de la nueva oran,-23.1322,-64.326,21.35,93,100,0.58,AR,1681757791
330,fortuna,40.5982,-124.1573,12.03,72,100,2.24,US,1681757614
331,turka,49.1541,23.0297,7.11,95,100,4.49,UA,1681757794
332,vila do maio,15.1333,-23.2167,26.44,82,44,8.31,CV,1681757795
333,alliance,40.9153,-81.1059,6.78,80,100,8.41,US,1681757743
334,muros,42.7762,-9.0603,20.61,69,15,2.08,ES,1681757796
335,amahai,-3.3333,128.9167,25.83,86,100,1.63,ID,1681757796
336,bonthe,7.5264,-12.505,28.2,77,43,3.81,SL,1681757520
337,rietberg,51.8,8.4333,10.9,76,59,3.71,DE,1681757797
338,mizdah,31.4451,12.9801,16.82,40,0,6.48,LY,1681757797
339,grindavik,63.8424,-22.4338,9.97,93,75,12.35,IS,1681757798
340,san cristobal,7.7669,-72.225,22.1,76,95,1.01,VE,1681757798
341,maniitsoq,65.4167,-52.9,-1.37,76,11,8.97,GL,1681757798
342,longyearbyen,78.2186,15.6401,-5.09,86,75,13.38,SJ,1681757799
343,roald,62.5833,6.1333,11.51,71,0,2.57,NO,1681757799
344,sinnamary,5.3833,-52.95,26.23,88,100,5.19,GF,1681757799
345,sao joao do piaui,-8.3581,-42.2467,35.98,26,100,3.29,BR,1681757800
346,mezhdurechensk,53.6942,88.0603,-4.65,93,100,5.05,RU,1681757532
347,floro,61.5996,5.0328,12.35,62,0,3.09,NO,1681757800
348,saint-georges,12.0564,-61.7485,28.82,70,40,8.23,GD,1681757801
349,mount isa,-20.7333,139.5,17.87,48,0,4.12,AU,1681757801
350,dalby,-27.1833,151.2667,16.65,80,0,6.55,AU,1681757801
351,vodnyy,63.5046,53.4095,-5.29,99,61,1.64,RU,1681757801
352,verkhoyansk,67.5447,133.385,-5.86,97,100,0.97,RU,1681757802
353,abalak,58.1286,68.5944,-5.85,55,31,2.46,RU,1681757802
354,venadillo,4.7193,-74.9292,27.71,67,80,1.88,CO,1681757802
355,rincon,32.296,-81.2354,24.39,18,75,8.23,US,1681757803
356,kulhudhuffushi,6.6221,73.07,28.52,71,5,1.03,MV,1681757804
357,ondjiva,-17.0667,15.7333,26.02,34,100,1.54,AO,1681757805
358,gorontalo,0.5412,123.0595,23.76,94,77,1.48,ID,1681757805
359,nyurba,63.2842,118.3319,-11.61,90,100,3.61,RU,1681757805
360,cachoeira do sul,-30.0392,-52.8939,23.16,49,96,4.21,BR,1681757806
361,arroyo,41.6096,-4.7969,17.02,27,0,4.63,ES,1681757806
362,diglur,18.55,77.6,31.9,28,52,1.12,IN,1681757807
363,mamallapuram,12.6264,80.1722,29.03,75,0,4.04,IN,1681757807
364,kysyl-syr,63.8986,122.7617,-5.89,96,100,3.4,RU,1681757807
365,suamico,44.6319,-88.0393,2.43,74,100,6.69,US,1681757807
366,shelby,35.2001,-89.8668,21.26,25,0,6.69,US,1681757808
367,salalah,17.0151,54.0924,29.05,74,20,2.57,OM,1681757242
368,angoche,-16.2325,39.9086,25.12,78,96,4.09,MZ,1681757808
369,nioro,13.35,-15.75,36.11,21,75,4.74,GM,1681757809
370,namibe,-15.1961,12.1522,24.43,79,9,2.68,AO,1681757653
371,awbari,26.5921,12.7805,23.49,37,23,5.52,LY,1681757809
372,atar,20.5169,-13.0499,36.03,21,56,5.14,MR,1681757767
373,copiapo,-27.3667,-70.3333,18.83,34,0,3.68,CL,1681757810
374,lima,-12.0432,-77.0282,25.14,69,100,3.6,PE,1681757140
375,sergeyevka,53.88,67.4158,-1.51,36,88,3.28,KZ,1681757811
376,blairmore,49.6,-114.4353,4.93,30,71,3.6,CA,1681757811
377,kochubey,44.3861,46.5825,7.64,57,9,9.99,RU,1681757811
378,igarka,67.4667,86.5833,-18.29,93,100,0.86,RU,1681757812
379,luganville,-15.5333,167.1667,24.89,86,45,1.81,VU,1681757812
380,hovd,48.0056,91.6419,8.72,33,0,13.96,MN,1681757812
381,maceio,-9.6658,-35.7353,29.69,70,40,4.63,BR,1681757548
382,villefontaine,45.6125,5.1456,12.7,67,75,7.2,FR,1681757813
383,huai thalaeng,14.997,102.6475,29.78,54,65,3.89,TH,1681757813
384,esmeraldas,-19.7625,-44.3139,29.58,55,0,3.33,BR,1681757814
385,blytheville,35.9273,-89.919,20.99,18,0,6.17,US,1681757814
386,vestmanna,62.1564,-7.1664,9.51,93,100,7.2,FO,1681757814
387,qeshm,26.9581,56.2719,24.93,72,76,6.59,IR,1681757815
388,terrace,54.5163,-128.6035,5.95,60,75,1.54,CA,1681757783
389,kamaishi,39.2667,141.8833,3.84,89,8,2.11,JP,1681757546
390,safaga,26.7292,33.9365,25.71,41,0,0.82,EG,1681757816
391,lata,40.1629,-8.3327,18.95,47,76,2.11,PT,1681757816
392,klaksvik,62.2266,-6.589,10.51,98,100,7.44,FO,1681757816
393,jiangyou,31.7667,104.7167,20.77,69,100,1.72,CN,1681757617
394,san quintin,30.4833,-115.95,16.39,63,87,8.17,MX,1681757821
395,gannan,47.9147,123.5031,8.98,47,100,5.99,CN,1681757822
396,dunmore east,52.1514,-6.9861,12.83,77,20,3.09,IE,1681757823
397,vieques,18.425,-65.8329,29.02,68,11,4.61,PR,1681757825
398,aitape,-3.1374,142.3475,25.7,85,97,2.12,PG,1681757826
399,morden,49.1919,-98.1014,6.16,45,8,3.6,CA,1681757826
400,harwich,51.9419,1.2844,9.24,81,9,1.79,GB,1681757827
401,broken hill,-31.95,141.4333,12.59,52,69,2.08,AU,1681757827
402,fernandez,-27.9204,-63.8935,21.23,62,66,2.73,AR,1681757828
403,aguilas,37.4063,-1.5829,15.56,63,0,2.94,ES,1681757829
404,paita,-5.0892,-81.1144,28.11,70,97,2.83,PE,1681757831
405,makamba,-4.1348,29.804,16.49,94,70,1.49,BI,1681757833
406,odda,60.0691,6.5457,5.82,81,84,2.09,NO,1681757834
407,avera,33.194,-82.5271,22.73,30,0,7.15,US,1681757835
408,katsuura,35.1333,140.3,14.67,70,98,5.88,JP,1681757836
409,touros,-5.1989,-35.4608,28.3,73,24,4.0,BR,1681757837
410,saint-augustin,51.226,-58.6502,4.45,58,13,4.65,CA,1681757877
411,luang prabang,19.8856,102.1347,24.81,50,0,0.86,LA,1681757878
412,ngorongoro,-3.2397,35.4875,11.83,90,43,2.59,TZ,1681757878
413,port macquarie,-31.4333,152.9167,14.94,62,100,2.95,AU,1681757878
414,auki,-8.7676,160.7034,25.02,86,96,2.01,SB,1681757879
415,namtsy,62.7161,129.6658,-0.98,97,100,4.06,RU,1681757879
416,tilichiki,60.4667,166.1,-0.52,98,100,10.81,RU,1681757879
417,isangel,-19.55,169.2667,28.06,89,40,5.14,VU,1681757879
418,boshnyakovo,49.6333,142.1667,-4.04,88,29,2.4,RU,1681757880
419,toamasina,-18.1667,49.3833,25.0,88,75,2.06,MG,1681757880
420,puerto madryn,-42.7692,-65.0385,14.45,34,99,4.88,AR,1681757880
421,ponta delgada,37.7333,-25.6667,16.4,72,20,7.2,PT,1681757880
422,obo,5.3998,26.4869,20.8,88,98,1.06,CF,1681757881
423,nhamunda,-2.1861,-56.7131,25.87,93,100,0.81,BR,1681757881
424,proletarskiy,50.7914,35.7731,7.92,64,78,3.68,RU,1681757881
425,aqtobe,50.2797,57.2072,0.05,74,0,2.0,KZ,1681757882
426,cassino,41.4876,13.8315,14.93,70,100,1.79,IT,1681757867
427,talnakh,69.4865,88.3972,-13.77,80,65,1.56,RU,1681757883
428,fallon,39.4735,-118.7774,16.93,15,100,7.72,US,1681757884
429,sanger,36.708,-119.556,18.78,51,0,4.63,US,1681757885
430,smidovich,48.6,133.8167,3.02,53,98,3.31,RU,1681757885
431,harku,59.1325,24.3711,5.93,56,0,0.0,EE,1681757886
432,paris,48.8534,2.3488,12.28,76,100,5.66,FR,1681757508
433,magistralnyy,56.1725,107.4458,-7.89,96,100,0.9,RU,1681757887
434,matamoros,25.5333,-103.25,28.95,29,0,1.5,MX,1681757603
435,reconquista,-29.15,-59.65,24.54,42,0,3.28,AR,1681757888
436,comodoro rivadavia,-45.8667,-67.5,12.92,33,0,12.86,AR,1681757889
437,caravelas,-17.7125,-39.2481,27.14,67,61,2.75,BR,1681757889
438,los llanos de aridane,28.6585,-17.9182,17.86,79,75,9.26,ES,1681757890
439,gamba,-2.65,10.0,26.6,86,66,2.25,GA,1681757891
440,sakakah,29.9697,40.2064,25.76,23,0,6.21,SA,1681757891
441,hastings,50.8552,0.5729,11.4,81,100,7.02,GB,1681757892
442,khasan,42.4308,130.6434,4.17,94,100,1.46,RU,1681757893
443,gurupi,-11.7292,-49.0686,29.96,67,97,2.38,BR,1681757893
444,san matias,-16.3667,-58.4,30.1,66,98,3.18,BO,1681757894
445,kirakira,-10.4544,161.9205,24.9,83,73,2.67,SB,1681757895
446,san juan,-31.5375,-68.5364,23.67,26,2,5.9,AR,1681757436
447,gazojak,41.1875,61.4036,8.94,23,0,4.65,TM,1681757897
448,nola,40.922,14.5329,13.92,92,100,1.91,IT,1681757897
449,labuhan,-6.8844,112.2051,25.38,91,100,2.98,ID,1681757898
450,flin flon,54.7682,-101.865,3.91,41,75,4.12,CA,1681757899
451,kyabe,9.4515,18.9449,34.01,28,8,1.84,TD,1681757899
452,cookeville,36.1628,-85.5016,17.59,25,0,3.6,US,1681757610
453,rockhampton,-23.3833,150.5,22.94,73,100,3.6,AU,1681757900
454,lewistown,40.5992,-77.5714,14.67,72,75,5.14,US,1681757760
455,coahuayana,18.7333,-103.6833,32.86,44,0,3.9,MX,1681757901
456,iguatemi,-23.6803,-54.5611,22.97,91,89,1.58,BR,1681757901
457,mount gambier,-37.8333,140.7667,14.68,82,96,4.19,AU,1681757903
458,bentiu,9.2333,29.8333,29.24,53,100,3.0,SS,1681757904
459,ixtapa,20.7,-105.2,34.26,24,1,4.12,MX,1681757862
460,nueva concepcion,14.2,-91.3,35.13,38,35,6.43,GT,1681757906
461,redding,40.5865,-122.3917,12.9,75,100,4.63,US,1681757902
462,naron,43.5167,-8.1528,21.47,60,9,5.43,ES,1681757907
463,masterton,-40.9597,175.6575,13.82,93,95,1.85,NZ,1681757696
464,khani,41.9563,42.9566,10.76,87,99,2.55,GE,1681757908
465,kenai,60.5544,-151.2583,1.75,62,100,2.06,US,1681757647
466,tromso,69.6496,18.957,4.01,81,75,4.12,NO,1681757909
467,boksitogorsk,59.474,33.8485,3.25,62,28,1.42,RU,1681757910
468,lahij,13.1667,44.5833,27.85,45,1,2.94,YE,1681757910
469,gemena,3.25,19.7667,23.18,82,100,0.1,CD,1681757911
470,ingham,42.6,-84.3833,3.97,71,100,6.17,US,1681757911
471,bacabal,-4.2917,-44.7917,29.98,78,90,1.09,BR,1681757912
472,sarkand,45.41,79.9186,6.32,77,100,5.01,KZ,1681757912
473,lake city,30.1897,-82.6393,24.92,26,0,5.14,US,1681757913
474,mabaruma,8.2,-59.7833,32.0,62,40,4.12,GY,1681757914
475,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-3.39,88,94,1.44,RU,1681757914
476,hasaki,35.7333,140.8333,8.22,62,100,4.06,JP,1681757915
477,zyryanka,65.75,150.85,-6.58,95,100,5.14,RU,1681757916
478,pula,44.8683,13.8481,15.31,51,0,4.63,HR,1681757916
479,phan thiet,10.9333,108.1,25.24,89,100,1.5,VN,1681757917
480,kongolo,-5.3833,27.0,21.78,95,100,1.41,CD,1681757917
481,afonso claudio,-20.0742,-41.1239,25.78,76,56,2.7,BR,1681757918
482,aykhal,66.0,111.5,-7.86,96,100,2.19,RU,1681757918
483,bulgan,48.8125,103.5347,0.11,44,94,1.78,MN,1681757919
484,belmira,6.6051,-75.6662,18.2,68,72,1.05,CO,1681757919
485,port blair,11.6667,92.75,27.83,76,67,1.03,IN,1681757905
486,maningrida,-12.0667,134.2667,21.77,75,98,4.43,AU,1681757920
487,san andres,12.5847,-81.7006,31.01,58,75,4.63,CO,1681757920
488,acajutla,13.5928,-89.8275,30.43,61,14,4.58,SV,1681757921
489,taizhou,32.4933,119.9106,20.55,63,100,2.88,CN,1681757921
490,santa ines,-3.6667,-45.38,29.44,80,89,1.95,BR,1681757922
491,amposta,40.7131,0.581,13.1,79,0,2.26,ES,1681757922
492,sao jose da coroa grande,-8.8978,-35.1478,27.68,77,56,3.85,BR,1681757923
493,ibra,22.6906,58.5334,28.84,37,71,2.91,OM,1681757923
494,sisophon,13.5859,102.9737,28.6,66,100,1.76,KH,1681757923
495,pamanukan,-6.2842,107.8106,25.75,88,77,1.86,ID,1681757924
496,kendal,54.3268,-2.7476,13.66,82,100,2.39,GB,1681757924
497,shelton,41.3165,-73.0932,15.86,87,100,3.09,US,1681757907
498,mao,39.8885,4.2658,12.31,76,0,4.12,ES,1681757924
499,altayskoye,51.9533,85.3325,-5.19,94,100,4.28,RU,1681757925
500,taltal,-25.4,-70.4833,19.16,69,1,2.79,CL,1681757925
501,banda aceh,5.5577,95.3222,27.24,82,18,0.88,ID,1681757925
502,saint-pierre,-21.3393,55.4781,24.82,78,40,2.57,RE,1681757926
503,sioux lookout,50.1001,-91.917,-0.96,69,100,6.17,CA,1681757926
504,olga,43.7444,135.2892,1.42,67,1,1.96,RU,1681757926
505,santa maria,-29.6842,-53.8069,22.61,60,75,1.03,BR,1681757913
506,takoradi,4.8845,-1.7554,27.81,81,33,4.87,GH,1681757927
507,impfondo,1.6381,18.0667,24.35,78,73,1.26,CG,1681757927
508,black forest,39.0131,-104.7008,18.3,18,0,5.14,US,1681757928
509,cuamba,-14.8031,36.5372,19.07,96,25,2.19,MZ,1681757928
510,doha,25.2867,51.5333,25.17,64,0,2.57,QA,1681757820
511,manta,-0.95,-80.7333,27.88,74,75,2.06,EC,1681757928
512,shelburne,44.0787,-80.2041,6.06,70,100,6.52,CA,1681757929
513,sarakhs,36.5449,61.1577,11.4,28,81,3.66,IR,1681757929
514,honiara,-9.4333,159.95,24.14,85,95,2.27,SB,1681757930
515,terrace bay,48.7834,-87.1,-0.66,82,99,7.37,CA,1681757930
516,jibuti,11.5,42.5,24.65,75,8,5.84,DJ,1681757930
517,boralday,43.3578,76.8594,3.92,93,100,7.0,KZ,1681757931
518,venafro,41.4834,14.0451,12.96,70,100,2.23,IT,1681757931
519,appleton,44.2619,-88.4154,1.78,72,100,9.77,US,1681757693
520,mahibadhoo,3.7833,72.9667,28.91,68,53,0.58,MV,1681757932
521,huambo,-12.7761,15.7392,19.89,73,100,3.09,AO,1681757932
522,ampanihy,-24.7,44.75,20.53,75,0,5.17,MG,1681757932
523,kampene,-3.6,26.6667,21.02,99,100,0.43,CD,1681757933
524,gigmoto,13.7796,124.39,26.54,85,42,2.85,PH,1681757933
525,maxixe,-23.8597,35.3472,20.9,88,20,0.0,MZ,1681757712
526,glenwood springs,39.5505,-107.3248,18.0,23,0,5.14,US,1681757667
527,assiniboia,49.6334,-105.9845,10.9,40,100,3.09,CA,1681757813
528,tazovskiy,67.4667,78.7,-10.35,92,100,4.61,RU,1681757934
529,mayo,38.8876,-76.5119,21.23,36,20,4.63,US,1681757935
530,conde,-7.2597,-34.9075,29.7,66,40,4.12,BR,1681757935
531,pombia,45.653,8.6336,15.26,47,0,3.6,IT,1681757936
532,rafsanjan,30.4067,55.9939,17.44,25,46,3.25,IR,1681757936
533,sibolga,1.7427,98.7792,25.21,90,100,1.29,ID,1681757936
534,kisangani,0.5167,25.2,22.97,92,100,0.58,CD,1681757937
535,san francisco,37.7749,-122.4194,14.53,69,100,9.26,US,1681757845
536,goderich,43.7501,-81.7165,4.39,87,99,7.2,CA,1681757937
537,yerofey pavlovich,53.9667,121.9667,-5.79,69,100,2.17,RU,1681757938
538,mackay,-21.15,149.2,22.6,74,100,5.12,AU,1681757938
539,sechura,-5.5569,-80.8222,28.88,64,92,1.99,PE,1681757939
540,batagay-alyta,67.8006,130.4114,-15.23,98,100,2.36,RU,1681757939
541,oktyabrskoye,43.0645,44.7417,6.08,81,100,1.0,RU,1681757939
542,amuntai,-2.4177,115.2494,22.71,99,100,0.94,ID,1681757939
543,pierre,44.3683,-100.351,13.81,32,0,8.23,US,1681757940
544,beloha,-25.1667,45.05,21.2,73,0,5.53,MG,1681757940
545,tailai,46.3833,123.4,10.55,34,100,9.32,CN,1681757940
546,nizwa,22.9333,57.5333,28.16,34,93,1.85,OM,1681757941
547,morwell,-38.2333,146.4,13.56,95,99,0.31,AU,1681757941
